id,DATEREMISEJ1,DATERECJ1,DATEREMISEJ2,DATERECJ2,J1,N1,J2,N2,time_firstcapture,time_secondcapture,time_total,time_J1,time_N1,time_J2,wardType,newID
002-0084-D-F,2020-05-25T08:02:00Z,2020-05-26T16:13:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,1931,0,1931,598,720,613,Neonatal ICU,Neonatal ICU
002-0085-P-M,2020-05-26T06:59:00Z,2020-05-26T14:30:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,451,0,451,0,0,451,Neonatal ICU,Neonatal ICU
002-0086-J-B,2020-05-26T07:24:00Z,2020-05-26T14:12:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,408,0,408,0,0,408,Neonatal ICU,Neonatal ICU
002-0087-D-L,2020-05-26T07:43:00Z,2020-05-26T15:30:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,467,0,467,0,0,467,Neonatal ICU,Neonatal ICU
002-0088-T-A,2020-05-26T06:13:00Z,2020-05-26T17:57:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,704,0,704,0,0,704,Neonatal ICU,Neonatal ICU
002-0089-T-C,2020-05-25T08:31:00Z,2020-05-25T17:27:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,536,0,536,536,0,0,Neonatal ICU,Neonatal ICU
002-0092-M-T,2020-05-25T08:42:00Z,2020-05-26T16:54:10Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,1932.1666666666667,0,1932.1666666666667,558,720,654.1666666666666,Neonatal ICU,Neonatal ICU
002-0093-L-E,2020-05-25T08:50:00Z,2020-05-26T15:47:30Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,1857.5,0,1857.5,550,720,587.5,Neonatal ICU,Neonatal ICU
002-0102-G-B,2020-05-25T08:56:00Z,2020-05-25T11:35:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,159,0,159,159,0,0,Neonatal ICU,Neonatal ICU
002-0103-G-S,2020-05-25T11:10:00Z,2020-05-26T17:26:40Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,1816.6666666666667,0,1816.6666666666667,410,720,686.6666666666666,Neonatal ICU,Neonatal ICU
002-0105-M-S,2020-05-25T13:04:00Z,2020-05-26T16:55:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,1671,0,1671,296,720,655,Neonatal ICU,Neonatal ICU
002-0106-L-A,2020-05-25T09:05:00Z,2020-05-25T16:18:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,433,0,433,433,0,0,Neonatal ICU,Neonatal ICU
002-0107-B-Z,2020-05-25T09:09:00Z,2020-05-25T09:35:00Z,2020-05-26T13:30:00Z,2020-05-26T14:54:20Z,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,26,84.33333333333333,110.33333333333331,26,0,84.33333333333333,Neonatal ICU,Neonatal ICU
002-0108-G-J,2020-05-25T13:07:00Z,2020-05-25T18:00:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,293,0,293,293,0,0,Neonatal ICU,Neonatal ICU
002-0109-B-P,2020-05-25T13:07:00Z,2020-05-25T18:00:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,293,0,293,293,0,0,Neonatal ICU,Neonatal ICU
002-0110-G-L,2020-05-25T13:08:00Z,2020-05-26T18:00:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,1732,0,1732,292,720,720,Neonatal ICU,Neonatal ICU
002-0112-M-O,2020-05-25T13:10:00Z,2020-05-25T17:30:00Z,2020-05-26T15:22:00Z,2020-05-26T16:55:00Z,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,260,93,353,260,0,93,Neonatal ICU,Neonatal ICU
002-0113-A-A,2020-05-25T09:21:00Z,2020-05-25T17:21:00Z,2020-05-26T06:53:00Z,2020-05-26T16:20:00Z,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,480,567,1047,480,0,567,Neonatal ICU,Neonatal ICU
002-0114-L-A,2020-05-25T13:26:00Z,2020-05-25T18:00:00Z,2020-05-26T09:05:00Z,2020-05-26T09:27:10Z,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,274,22.166666666666668,296.1666666666667,274,0,22.166666666666668,Neonatal ICU,Neonatal ICU
002-0117-L-B,2020-05-25T13:39:00Z,2020-05-25T13:48:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,9,0,9,9,0,0,Neonatal ICU,Neonatal ICU
002-0118-E-A,2020-05-25T13:48:00Z,2020-05-25T13:54:00Z,2020-05-25T17:14:00Z,2020-05-25T17:27:00Z,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,6,13,19,19,0,0,Neonatal ICU,Neonatal ICU
002-0122-S-N,2020-05-25T14:05:00Z,2020-05-26T17:41:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,1656,0,1656,235,720,701,Neonatal ICU,Neonatal ICU
002-0126-S-A,2020-05-25T14:55:00Z,2020-05-25T17:48:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,173,0,173,173,0,0,Neonatal ICU,Neonatal ICU
002-0127-S-S,2020-05-25T14:55:00Z,2020-05-25T17:48:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,173,0,173,173,0,0,Neonatal ICU,Neonatal ICU
002-0128-R-V,2020-05-25T16:18:00Z,2020-05-26T07:48:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,930,0,930,102,720,108,Neonatal ICU,Neonatal ICU
002-0129-B-J,2020-05-26T07:31:00Z,2020-05-26T17:36:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,605,0,605,0,0,605,Neonatal ICU,Neonatal ICU
002-0130-B-J,2020-05-26T07:31:00Z,2020-05-26T17:36:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,605,0,605,0,0,605,Neonatal ICU,Neonatal ICU
002-0136-B-L,2020-05-25T17:21:00Z,2020-05-26T17:35:30Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,1454.5,0,1454.5,39,720,695.5,Neonatal ICU,Neonatal ICU
002-0137-V-M,2020-05-25T17:35:00Z,2020-05-26T06:19:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,764,0,764,25,720,19,Neonatal ICU,Neonatal ICU
002-0138-P-C,2020-05-25T17:37:00Z,2020-05-26T05:50:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,733,0,733,23,710,0,Neonatal ICU,Neonatal ICU
002-0139-C-P,2020-05-25T17:39:00Z,2020-05-26T06:16:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,757,0,757,21,720,16,Neonatal ICU,Neonatal ICU
002-0140-J-M,2020-05-25T17:50:00Z,2020-05-26T05:49:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,719,0,719,10,709,0,Neonatal ICU,Neonatal ICU
002-0141-G-A,2020-05-25T17:47:00Z,2020-05-26T06:15:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,748,0,748,13,720,15,Neonatal ICU,Neonatal ICU
002-0142-L-M,2020-05-25T18:03:00Z,2020-05-26T05:55:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,712,0,712,0,712,0,Neonatal ICU,Neonatal ICU
002-0143-C-L,2020-05-26T06:06:00Z,2020-05-26T17:52:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,706,0,706,0,0,706,Neonatal ICU,Neonatal ICU
002-0145-B-S,2020-05-26T06:13:00Z,2020-05-26T17:29:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,676,0,676,0,0,676,Neonatal ICU,Neonatal ICU
002-0146-B-C,2020-05-26T06:18:00Z,2020-05-26T18:04:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,706,0,706,0,0,702,Neonatal ICU,Neonatal ICU
002-0148-B-L,2020-05-26T06:29:00Z,2020-05-26T17:51:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,682,0,682,0,0,682,Neonatal ICU,Neonatal ICU
002-0149-B-L,2020-05-26T06:30:00Z,2020-05-26T17:41:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,671,0,671,0,0,671,Neonatal ICU,Neonatal ICU
002-0151-B-M,2020-05-26T06:42:00Z,2020-05-26T17:37:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,655,0,655,0,0,655,Neonatal ICU,Neonatal ICU
002-0152-M-B,2020-05-26T11:14:00Z,2020-05-26T12:00:00Z,NA,NA,2020-05-25T06:00:00Z,2020-05-25T18:00:00Z,2020-05-26T06:00:00Z,2020-05-26T18:00:00Z,46,0,46,0,0,46,Neonatal ICU,Neonatal ICU
012-0012-P-M,2020-06-04T05:57:00Z,2020-06-04T14:30:00Z,2020-06-05T06:16:00Z,2020-06-05T17:00:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,513,644,1157,513,0,644,Geriatry,Geriatry #2
012-0014-M-G,2020-06-04T06:34:00Z,2020-06-04T16:18:00Z,2020-06-05T06:57:00Z,2020-06-05T16:32:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,584,575,1159,584,0,575,Geriatry,Geriatry #2
012-0015-L-C,2020-06-04T06:39:00Z,2020-06-04T17:25:00Z,2020-06-05T06:21:00Z,2020-06-05T15:22:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,646,541,1187,646,0,541,Geriatry,Geriatry #2
012-0019-P-C,2020-06-04T05:03:00Z,2020-06-04T12:28:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,445,0,445,445,0,0,Geriatry,Geriatry #2
012-0022-B-H,2020-06-04T07:16:00Z,2020-06-04T12:17:00Z,2020-06-05T05:20:00Z,2020-06-05T12:18:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,301,418,719,301,0,418,Geriatry,Geriatry #2
012-0023-K-A,2020-06-04T07:37:00Z,2020-06-04T12:20:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,283,0,283,283,0,0,Geriatry,Geriatry #2
012-0027-R-V,2020-06-04T09:19:00Z,2020-06-04T12:25:00Z,2020-06-05T12:00:00Z,2020-06-05T19:20:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,186,440,626,186,0,405,Geriatry,Geriatry #2
012-0028-O-L,2020-06-04T10:07:00Z,2020-06-04T19:20:00Z,2020-06-05T05:10:00Z,2020-06-05T19:35:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,553,865,1418,518,35,815,Geriatry,Geriatry #2
012-0030-P-M,2020-06-04T05:03:00Z,2020-06-04T13:30:00Z,2020-06-05T05:09:00Z,2020-06-05T12:18:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,507,429,936,507,0,429,Geriatry,Geriatry #2
012-0031-M-L,2020-06-04T05:04:00Z,2020-06-04T13:34:00Z,2020-06-05T12:46:00Z,2020-06-05T19:19:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,510,393,903,510,0,359,Geriatry,Geriatry #2
012-0032-E-M,2020-06-04T05:05:00Z,2020-06-04T13:34:00Z,2020-06-05T11:55:00Z,2020-06-05T19:19:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,509,444,953,509,0,410,Geriatry,Geriatry #2
012-0033-A-M,2020-06-04T05:18:00Z,2020-06-05T18:11:50Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,2213.8333333333335,0,2213.8333333333335,807,600.1666666666666,806.6666666666666,Geriatry,Geriatry #2
012-0034-V-A,2020-06-04T05:27:00Z,2020-06-04T13:56:20Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,509.3333333333333,0,509.3333333333333,509.3333333333333,0,0,Geriatry,Geriatry #2
012-0035-H-R,2020-06-04T05:44:00Z,2020-06-04T12:54:00Z,2020-06-05T05:27:00Z,2020-06-05T12:52:50Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,430,445.8333333333333,875.8333333333333,430,0,445.8333333333333,Geriatry,Geriatry #2
012-0036-K-J,2020-06-04T06:05:00Z,2020-06-05T18:18:10Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,2173.1666666666665,0,2173.1666666666665,760,600.1666666666666,813,Geriatry,Geriatry #2
012-0039-X-L,2020-06-04T06:16:00Z,2020-06-05T17:17:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,2101,0,2101,749,600.1666666666666,751.8333333333334,Geriatry,Geriatry #2
012-0040-B-L,2020-06-04T06:20:00Z,2020-06-05T18:27:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,2167,0,2167,745,600.1666666666666,821.8333333333334,Geriatry,Geriatry #2
012-0042-R-Y,2020-06-04T06:38:00Z,2020-06-05T18:35:20Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,2157.3333333333335,0,2157.3333333333335,727,600.1666666666666,830.1666666666666,Geriatry,Geriatry #2
012-0043-M-F,2020-06-04T06:40:00Z,2020-06-04T09:35:00Z,2020-06-05T06:48:00Z,2020-06-05T09:48:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,175,180,355,175,0,180,Geriatry,Geriatry #2
012-0044-S-C,2020-06-04T06:45:00Z,2020-06-05T13:00:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,1815,0,1815,720,600.1666666666666,494.8333333333333,Geriatry,Geriatry #2
012-0045-C-A,2020-06-04T06:48:00Z,2020-06-04T15:00:00Z,2020-06-05T06:48:00Z,2020-06-05T15:57:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,492,549,1041,492,0,549,Geriatry,Geriatry #2
012-0046-F-M,2020-06-04T06:50:00Z,2020-06-04T11:37:00Z,2020-06-05T06:52:00Z,2020-06-05T09:50:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,287,178,465,287,0,178,Geriatry,Geriatry #2
012-0047-B-O,2020-06-04T06:51:00Z,2020-06-04T14:42:00Z,2020-06-05T05:11:00Z,2020-06-05T12:42:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,471,451,922,471,0,451,Geriatry,Geriatry #2
012-0048-R-Y,2020-06-04T05:58:00Z,2020-06-04T08:54:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,176,0,176,176,0,0,Geriatry,Geriatry #2
012-0050-C-E,2020-06-04T06:53:00Z,2020-06-04T14:15:00Z,2020-06-05T05:12:00Z,2020-06-05T12:40:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,442,448,890,442,0,448,Geriatry,Geriatry #2
012-0052-M-A,2020-06-04T07:03:00Z,2020-06-04T14:25:00Z,2020-06-05T06:56:00Z,2020-06-05T11:02:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,442,246,688,442,0,246,Geriatry,Geriatry #2
012-0055-M-J,2020-06-04T08:07:00Z,2020-06-04T14:43:00Z,2020-06-05T05:09:00Z,2020-06-05T12:42:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,396,453,849,396,0,453,Geriatry,Geriatry #2
012-0056-D-S,2020-06-04T08:08:00Z,2020-06-04T16:30:00Z,2020-06-05T06:14:00Z,2020-06-05T16:21:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,502,607,1109,502,0,607,Geriatry,Geriatry #2
012-0057-B-F,2020-06-04T08:10:00Z,2020-06-04T15:30:00Z,2020-06-05T06:54:00Z,2020-06-05T18:45:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,440,711,1151,440,0,711,Geriatry,Geriatry #2
012-0058-H-N,2020-06-04T08:15:00Z,2020-06-04T10:30:00Z,2020-06-05T07:41:00Z,2020-06-05T10:23:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,135,162,297,135,0,162,Geriatry,Geriatry #2
012-0060-P-N,2020-06-04T08:21:00Z,2020-06-05T11:21:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,1620,0,1620,624,600.1666666666666,395.8333333333333,Geriatry,Geriatry #2
012-0062-R-I,2020-06-04T08:27:00Z,2020-06-04T14:43:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,376,0,376,376,0,0,Geriatry,Geriatry #2
012-0069-T-C,2020-06-04T04:57:00Z,2020-06-04T19:40:00Z,2020-06-05T05:30:00Z,2020-06-05T19:30:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,883,840,1723,828,55,795,Geriatry,Geriatry #2
012-0070-G-R,2020-06-04T06:31:00Z,2020-06-05T17:28:30Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,2097.5,0,2097.5,734,600.1666666666666,763.3333333333334,Geriatry,Geriatry #2
012-0071-A-C,2020-06-04T06:03:00Z,2020-06-05T17:08:20Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,2105.3333333333335,0,2105.3333333333335,762,600.1666666666666,743.1666666666666,Geriatry,Geriatry #2
012-0073-I-M,2020-06-04T10:51:00Z,2020-06-05T18:44:10Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,1913.1666666666667,0,1913.1666666666667,474,600.1666666666666,839,Geriatry,Geriatry #2
012-0074-M-G,2020-06-04T06:20:00Z,2020-06-05T17:42:40Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,2122.6666666666665,0,2122.6666666666665,745,600.1666666666666,777.5,Geriatry,Geriatry #2
012-0075-B-R,2020-06-04T11:10:00Z,2020-06-05T16:38:50Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,1768.8333333333333,0,1768.8333333333333,455,600.1666666666666,713.6666666666666,Geriatry,Geriatry #2
012-0076-P-G,2020-06-04T04:57:00Z,2020-06-04T19:40:00Z,2020-06-05T05:30:00Z,2020-06-05T19:39:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,883,849,1732,828,55,795,Geriatry,Geriatry #2
012-0081-B-R,2020-06-04T12:03:00Z,2020-06-04T19:37:00Z,2020-06-05T06:50:00Z,2020-06-05T15:50:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,454,540,994,402,52,540,Geriatry,Geriatry #2
012-0082-F-J,2020-06-04T07:56:00Z,2020-06-05T16:16:50Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,1940.8333333333333,0,1940.8333333333333,649,600.1666666666666,691.6666666666666,Geriatry,Geriatry #2
012-0084-B-R,2020-06-04T12:05:00Z,2020-06-04T19:27:00Z,2020-06-05T07:02:00Z,2020-06-05T14:41:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,442,459,901,400,42,459,Geriatry,Geriatry #2
012-0085-S-M,2020-06-04T10:55:00Z,2020-06-05T17:38:30Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,1843.5,0,1843.5,470,600.1666666666666,773.3333333333334,Geriatry,Geriatry #2
012-0086-G-K,2020-06-04T12:10:00Z,2020-06-04T19:27:00Z,2020-06-05T12:45:00Z,2020-06-05T19:19:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,437,394,831,395,42,360,Geriatry,Geriatry #2
012-0089-T-P,2020-06-04T12:10:00Z,2020-06-04T19:20:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,430,0,430,395,35,0,Geriatry,Geriatry #2
012-0090-H-B,2020-06-04T11:57:00Z,2020-06-04T19:15:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,438,0,438,408,30,0,Geriatry,Geriatry #2
012-0092-M-J,2020-06-04T11:59:00Z,2020-06-04T19:17:00Z,2020-06-05T05:16:00Z,2020-06-05T12:57:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,438,461,899,406,32,461,Geriatry,Geriatry #2
012-0093-R-S,2020-06-04T12:16:00Z,2020-06-04T19:13:00Z,2020-06-05T13:18:00Z,2020-06-05T19:17:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,417,359,776,389,28,327,Geriatry,Geriatry #2
012-0095-N-S,2020-06-04T12:20:00Z,2020-06-04T19:12:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,412,0,412,385,27,0,Geriatry,Geriatry #2
012-0096-R-J,2020-06-04T12:21:00Z,2020-06-04T19:12:00Z,2020-06-05T05:14:00Z,2020-06-05T12:33:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,411,439,850,384,27,439,Geriatry,Geriatry #2
012-0106-D-A,2020-06-04T13:27:00Z,2020-06-04T16:36:00Z,2020-06-05T07:07:00Z,2020-06-05T16:34:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,189,567,756,189,0,567,Geriatry,Geriatry #2
012-0112-K-M,2020-06-04T14:12:00Z,2020-06-04T19:23:00Z,2020-06-05T17:44:00Z,2020-06-05T19:24:00Z,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,311,100,411,273,38,61,Geriatry,Geriatry #2
012-0117-D-C,2020-06-05T05:10:00Z,2020-06-05T12:28:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,438,0,438,0,0,438,Geriatry,Geriatry #2
012-0118-P-H,2020-06-05T06:12:00Z,2020-06-05T17:33:00Z,NA,NA,2020-06-04T04:45:10Z,2020-06-04T18:45:00Z,2020-06-05T04:45:10Z,2020-06-05T18:45:00Z,681,0,681,0,0,681,Geriatry,Geriatry #2
